data created:, 21-Aug-2024
monthly global mean of baseline data from AGAGE GC-MD data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data center when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
CREDIT FOR USE: This is a formal notification for data users. 
   scale: ---   ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-16      ---       TU1987      ---       SIO-98      ---
    unit: ---   ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppb      ---          ppb      ---          ppt      ---
 2007.875  11  2007      244.691    0.585      538.799    0.714       76.912    0.027       11.718    0.098       89.470    0.387      321.689    0.277     1789.213   29.748        7.290    1.470
 2007.958  12  2007      244.487    0.649      538.575    0.787       76.838    0.037       11.606    0.136       89.379    0.405      321.690    0.302     1788.028   33.943        7.390    1.710
 2008.042   1  2008      244.392    0.614      538.500    0.762       76.851    0.052       11.480    0.167       89.317    0.350      321.865    0.265     1790.312   34.934        7.430    1.800
 2008.125   2  2008      244.148    0.616      538.256    0.798       76.862    0.094       11.336    0.219       89.174    0.307      321.887    0.302     1787.736   39.004        7.370    2.010
 2008.208   3  2008      243.819    0.640      537.857    0.818       76.704    0.109       11.175    0.232       89.039    0.327      321.836    0.333     1788.625   39.253        7.250    1.860
 2008.292   4  2008      243.562    0.642      537.562    0.812       76.638    0.093       11.050    0.202       88.949    0.323      321.872    0.398     1787.518   37.143        7.120    1.770
 2008.375   5  2008      243.418    0.607      537.364    0.720       76.613    0.073       10.916    0.152       88.897    0.340      322.042    0.440     1787.814   34.080        7.200    1.650
 2008.458   6  2008      243.233    0.526      537.177    0.617       76.542    0.048       10.758    0.145       88.826    0.386      322.086    0.360     1785.374   27.066        7.120    1.230
 2008.542   7  2008      242.954    0.583      536.867    0.671       76.441    0.027       10.625    0.090       88.681    0.482      322.044    0.414     1783.529   22.937        7.200    1.060
 2008.625   8  2008      242.754    0.521      536.603    0.590       76.391    0.037       10.417    0.067       88.527    0.480      322.048    0.357     1784.575   22.172        7.280    1.010
 2008.708   9  2008      242.672    0.526      536.524    0.585       76.348    0.042       10.278    0.076       88.415    0.448      322.190    0.338     1789.650   25.572        7.480    1.320
 2008.792  10  2008      242.799    0.558      536.663    0.590       76.310    0.062       10.128    0.073       88.527    0.439      322.373    0.285     1791.105   28.983        7.350    1.480
 2008.875  11  2008      242.888    0.663      536.650    0.648       76.306    0.059       10.007    0.069       88.595    0.473      322.553    0.256     1796.585   33.263        7.670    1.880
 2008.958  12  2008      242.834    0.658      536.571    0.664       76.281    0.072        9.845    0.074       88.539    0.427      322.697    0.247     1797.767   35.878        7.650    1.970
 2009.042   1  2009      242.580    0.564      536.389    0.654       76.216    0.088        9.718    0.105       88.417    0.348      322.798    0.247     1793.367   35.395        7.300    1.770
 2009.125   2  2009      242.305    0.559      536.039    0.637       76.095    0.133        9.581    0.128       88.306    0.290      322.754    0.242     1793.000   37.543        7.000    1.670
 2009.208   3  2009      241.977    0.552      535.589    0.630       76.031    0.136        9.444    0.153       88.161    0.322      322.713    0.261     1793.204   37.649        6.840    1.650
 2009.292   4  2009      241.692    0.593      535.187    0.642       75.954    0.144        9.289    0.150       87.915    0.283      322.697    0.358     1792.501   38.217        6.830    1.610
 2009.375   5  2009      241.483    0.584      534.903    0.594       75.887    0.142        9.130    0.152       87.808    0.302      322.781    0.394     1792.111   33.111        6.770    1.350
 2009.458   6  2009      241.286    0.616      534.562    0.583       75.792    0.110        9.004    0.109       87.658    0.349      322.718    0.405     1789.010   28.589        6.860    1.130
 2009.542   7  2009      241.077    0.527      534.355    0.478       75.746    0.103        8.865    0.073       87.555    0.345      322.783    0.371     1787.950   24.428        6.890    1.110
 2009.625   8  2009      240.972    0.516      534.109    0.408       75.678    0.088        8.724    0.058       87.371    0.353      322.831    0.319     1790.446   23.318        7.090    1.180
 2009.708   9  2009      240.997    0.610      534.025    0.423       75.636    0.084        8.583    0.061       87.200    0.322      322.969    0.308     1794.649   25.979        7.300    1.270
 2009.792  10  2009      240.925    0.728      533.929    0.579       75.601    0.097        8.479    0.062       87.140    0.340      323.101    0.381     1795.144   28.350        7.440    1.490
 2009.875  11  2009      240.938    0.672      533.745    0.623       75.613    0.096        8.383    0.062       87.063    0.346      323.224    0.316     1793.168   30.302        7.170    1.580
 2009.958  12  2009      240.956    0.695      533.684    0.706       75.648    0.056        8.280    0.058       87.039    0.394      323.352    0.310     1794.606   35.897        7.170    1.870
 2010.042   1  2010      240.821    0.665      533.545    0.737       75.610    0.071        8.123    0.093       86.972    0.361      323.498    0.321     1792.636   36.855        6.990    1.900
 2010.125   2  2010      240.458    0.725      533.143    0.852       75.499    0.140        7.974    0.113       86.786    0.371      323.495    0.408     1788.944   37.321        6.900    1.780
 2010.208   3  2010      240.303    0.644      532.957    0.723       75.434    0.128        7.842    0.143       86.716    0.322      323.544    0.355     1790.912   37.703        6.890    1.860
 2010.292   4  2010      240.185    0.622      532.849    0.705       75.400    0.127        7.786    0.139       86.715    0.335      323.668    0.345     1797.680   36.428        7.040    1.840
 2010.375   5  2010      239.977    0.566      532.655    0.659       75.362    0.103        7.696    0.137       86.623    0.375      323.720    0.353     1796.692   32.067        7.190    1.700
 2010.458   6  2010      239.705    0.480      532.314    0.516       75.256    0.067        7.580    0.083       86.459    0.403      323.717    0.333     1793.814   27.198        7.230    1.430
 2010.542   7  2010      239.428    0.445      532.001    0.477       75.159    0.045        7.452    0.063       86.267    0.416      323.790    0.358     1792.567   23.678        7.400    1.370
 2010.625   8  2010      239.086    0.399      531.539    0.433       75.064    0.059        7.317    0.043       86.056    0.415      323.700    0.263     1793.711   21.768        7.560    1.410
 2010.708   9  2010      238.927    0.471      531.407    0.532       74.984    0.086        7.215    0.040       85.957    0.432      323.810    0.299     1798.327   24.407        7.560    1.410
 2010.792  10  2010      238.990    0.583      531.480    0.597       74.987    0.088        7.122    0.047       85.963    0.472      324.061    0.237     1803.519   26.581        7.620    1.580
 2010.875  11  2010      238.820    0.677      531.387    0.614       74.990    0.072        7.031    0.052       85.982    0.455      324.162    0.228     1804.436   30.345        7.750    1.810
 2010.958  12  2010      238.708    0.701      531.212    0.683       74.930    0.082        6.970    0.068       85.924    0.449      324.258    0.230     1805.484   34.198        7.750    1.970
 2011.042   1  2011      238.514    0.679      531.001    0.751       74.876    0.074        6.834    0.091       85.851    0.398      324.381    0.224     1803.281   35.823        7.630    2.040
 2011.125   2  2011      238.295    0.644      530.718    0.780       74.851    0.059        6.706    0.121       85.766    0.323      324.445    0.238     1802.387   36.897        7.420    2.000
 2011.208   3  2011      238.061    0.657      530.390    0.812       74.756    0.097        6.600    0.137       85.671    0.364      324.403    0.281     1801.990   37.189        7.290    1.900
 2011.292   4  2011      237.755    0.655      530.115    0.717       74.736    0.104        6.496    0.141       85.639    0.350      324.444    0.320     1801.813   36.789        7.200    1.790
 2011.375   5  2011      237.531    0.688      529.953    0.669       74.757    0.077        6.412    0.136       85.529    0.426      324.553    0.391     1801.098   32.917        7.180    1.500
 2011.458   6  2011      237.200    0.642      529.570    0.588       74.687    0.060        6.314    0.095       85.379    0.451      324.547    0.362     1798.129   25.952        7.130    1.160
 2011.542   7  2011      236.890    0.623      529.245    0.534       74.588    0.039        6.199    0.074       85.216    0.462      324.627    0.379     1797.624   21.216        7.340    1.080
 2011.625   8  2011      236.743    0.481      529.041    0.391       74.554    0.039        6.101    0.053       85.102    0.394      324.697    0.289     1799.438   20.058        7.520    1.070
 2011.708   9  2011      236.738    0.509      528.931    0.421       74.489    0.053        6.028    0.053       85.020    0.365      324.845    0.291     1804.699   23.077        7.620    1.410
 2011.792  10  2011      236.686    0.637      528.826    0.571       74.448    0.060        5.915    0.053       84.980    0.449      324.932    0.339     1807.969   27.474        7.670    1.510
 2011.875  11  2011      236.669    0.644      528.746    0.601       74.423    0.068        5.818    0.068       84.953    0.417      325.158    0.303     1810.175   30.925        7.670    1.720
 2011.958  12  2011      236.501    0.715      528.554    0.722       74.393    0.086        5.739    0.072       84.866    0.425      325.229    0.356     1807.887   33.207        7.630    1.810
 2012.042   1  2012      236.414    0.680      528.528    0.689       74.349    0.100        5.658    0.097       84.805    0.409      325.381    0.304     1809.311   35.905        7.760    1.840
 2012.125   2  2012      236.346    0.581      528.383    0.619       74.360    0.088        5.601    0.105       84.750    0.344      325.519    0.259     1811.316   36.358        7.690    1.810
 2012.208   3  2012      236.051    0.607      527.999    0.687       74.284    0.100        5.556    0.106       84.626    0.373      325.493    0.318     1809.222   37.859        7.390    1.850
 2012.292   4  2012      235.880    0.526      527.787    0.544       74.194    0.100        5.479    0.093       84.549    0.375      325.554    0.320     1808.062   37.428        7.450    1.770
 2012.375   5  2012      235.466    0.601      527.149    0.614       74.044    0.084        5.378    0.083       84.302    0.461      325.462    0.484     1809.215   34.391        7.610    1.440
 2012.458   6  2012      235.316    0.466      526.909    0.454       73.964    0.058        5.261    0.048       84.222    0.419      325.541    0.439     1804.564   26.719        7.340    1.090
 2012.542   7  2012      235.050    0.297      526.431    0.174       73.855    0.031        5.141    0.029       84.032    0.383      325.565    0.343     1802.203   21.690        7.490    1.060
 2012.625   8  2012      234.869    0.272      526.063    0.115       73.814    0.075        5.048    0.038       83.897    0.359      325.593    0.251     1806.932   22.457        7.590    1.170
 2012.708   9  2012      234.847    0.363      525.898    0.134       73.895    0.074        4.981    0.051       83.785    0.370      325.672    0.249     1810.345   25.182        7.820    1.390
 2012.792  10  2012      234.868    0.488      525.817    0.231       73.890    0.065        4.922    0.049       83.777    0.402      325.869    0.198     1811.314   27.493        7.780    1.530
 2012.875  11  2012      234.920    0.613      525.756    0.329       73.850    0.036        4.849    0.030       83.855    0.469      326.008    0.180     1815.665   32.875        7.930    1.930
 2012.958  12  2012      234.869    0.691      525.631    0.466       73.794    0.027        4.771    0.036       83.832    0.474      326.128    0.234     1815.388   36.131        7.910    2.110
 2013.042   1  2013      234.696    0.716      525.426    0.582       73.758    0.035        4.716    0.052       83.734    0.428      326.249    0.289     1815.655   36.330        7.940    2.220
 2013.125   2  2013      234.427    0.710      525.154    0.640       73.734    0.033        4.644    0.071       83.607    0.374      326.309    0.363     1814.279   38.654        7.940    2.230
 2013.208   3  2013      234.245    0.669      525.010    0.688       73.666    0.034        4.596    0.085       83.508    0.349      326.411    0.390     1814.147   39.265        7.700    2.150
 2013.292   4  2013      233.973    0.679      524.766    0.796       73.604    0.034        4.526    0.090       83.416    0.412      326.412    0.455     1812.700   37.782        7.630    2.010
 2013.375   5  2013      233.799    0.668      524.520    0.750       73.546    0.022        4.446    0.080       83.337    0.448      326.464    0.477     1811.852   33.644        7.620    1.720
 2013.458   6  2013      233.756    0.717      524.108    0.603       73.467    0.020        4.381    0.051       83.277    0.489      326.524    0.455     1810.272   28.600        7.700    1.610
 2013.542   7  2013      233.573    0.630      523.760    0.421       73.354    0.031        4.312    0.024       83.112    0.454      326.689    0.487     1810.224   24.074        7.850    1.430
 2013.625   8  2013      233.262    0.579      523.471    0.254       73.319    0.016        4.239    0.012       82.980    0.402      326.592    0.293     1810.341   22.010        7.540    1.260
 2013.708   9  2013      233.226    0.604      523.310    0.255       73.232    0.022        4.180    0.018       82.836    0.396      326.679    0.275     1814.335   24.182        7.790    1.420
 2013.792  10  2013      233.327    0.768      523.299    0.410       73.222    0.019        4.153    0.021       82.754    0.408      326.910    0.364     1818.392   28.207        8.180    1.900
 2013.875  11  2013      233.335    0.869      523.115    0.455       73.188    0.033        4.083    0.020       82.739    0.433      327.016    0.358     1819.757   32.848        8.440    2.270
 2013.958  12  2013      233.285    0.890      522.976    0.553       73.143    0.055        4.028    0.044       82.693    0.393      327.131    0.347     1820.616   36.422        8.720    2.670
 2014.042   1  2014      233.188    0.815      522.819    0.595       73.143    0.085        3.953    0.049       82.635    0.328      327.324    0.360     1821.730   36.403        8.680    2.580
 2014.125   2  2014      232.869    0.804      522.644    0.768       73.064    0.104        3.888    0.051       82.521    0.281      327.286    0.395     1817.854   38.758        8.390    2.460
 2014.208   3  2014      232.655    0.806      522.335    0.805       73.018    0.111        3.842    0.054       82.413    0.303      327.332    0.458     1817.878   36.606        8.210    2.270
 2014.292   4  2014      232.439    0.959      521.917    0.933       72.903    0.132        3.793    0.064       82.300    0.392      327.348    0.586     1819.888   39.129        8.620    2.570
 2014.375   5  2014      232.295    0.980      521.745    0.826       72.855    0.116        3.723    0.058       82.313    0.370      327.407    0.585     1819.453   33.866        8.540    2.230
 2014.458   6  2014      232.182    1.029      521.476    0.775       72.806    0.080        3.670    0.043       82.251    0.392      327.570    0.625     1820.220   27.972        8.490    1.900
 2014.542   7  2014      232.155    0.904      521.363    0.605       72.747    0.054        3.582    0.021       82.183    0.352      327.746    0.519     1819.775   22.485        8.300    1.580
 2014.625   8  2014      231.943    0.926      521.083    0.480       72.675    0.049        3.520    0.017       82.097    0.393      327.744    0.446     1822.840   23.381        8.290    1.470
 2014.708   9  2014      231.888    1.021      520.968    0.532       72.647    0.046        3.480    0.024       82.018    0.401      327.869    0.451     1827.573   27.557        8.690    1.790
 2014.792  10  2014      231.917    1.076      520.861    0.538       72.587    0.046        3.419    0.021       81.961    0.407      328.015    0.424     1828.177   28.240        8.850    2.110
 2014.875  11  2014      232.000    1.147      520.747    0.581       72.555    0.058        3.378    0.022       81.951    0.402      328.090    0.354     1832.873   33.512        9.050    2.430
 2014.958  12  2014      231.791    1.181      520.443    0.638       72.515    0.079        3.345    0.031       81.839    0.407      328.148    0.364     1830.211   36.748        8.730    2.490
 2015.042   1  2015      231.724    1.026      520.275    0.569       72.489    0.092        3.306    0.047       81.791    0.346      328.340    0.287     1831.113   36.514        8.670    2.650
 2015.125   2  2015      231.451    0.968      519.962    0.555       72.458    0.108        3.259    0.058       81.691    0.308      328.392    0.326     1829.946   37.297        8.450    2.480
 2015.208   3  2015      231.228    0.936      519.591    0.586       72.412    0.122        3.232    0.071       81.585    0.320      328.417    0.365     1832.246   36.843        8.370    2.350
 2015.292   4  2015      231.110    0.900      519.208    0.621       72.323    0.104        3.204    0.062       81.394    0.395      328.471    0.437     1832.572   38.128        8.260    2.380
 2015.375   5  2015      230.912    0.982      518.753    0.613       72.258    0.092        3.173    0.055       81.220    0.422      328.430    0.521     1830.490   34.723        8.730    2.430
 2015.458   6  2015      230.711    0.953      518.292    0.531       72.187    0.046        3.136    0.046       81.100    0.441      328.437    0.509     1831.081   29.581        8.770    2.070
 2015.542   7  2015      230.497    0.878      517.827    0.365       72.064    0.022        3.076    0.015       80.938    0.426      328.383    0.444     1830.867   24.576        8.610    1.770
 2015.625   8  2015      230.374    0.844      517.480    0.276       71.980    0.023        3.019    0.018       80.766    0.412      328.387    0.367     1833.086   23.333        8.520    1.620
 2015.708   9  2015      230.371    0.878      517.344    0.310       71.958    0.024        2.971    0.016       80.683    0.404      328.528    0.373     1836.476   26.270        8.730    1.860
 2015.792  10  2015      230.475    1.056      517.220    0.405       71.933    0.036        2.938    0.019       80.635    0.436      328.695    0.410     1837.242   27.614        9.010    2.160
 2015.875  11  2015      230.564    1.122      517.042    0.454       71.866    0.037        2.906    0.016       80.664    0.443      328.805    0.391     1841.363   34.018        8.990    2.530
 2015.958  12  2015      230.428    1.084      516.843    0.532       71.845    0.063        2.867    0.027       80.607    0.425      328.963    0.418     1841.683   37.174        9.000    2.730
 2016.042   1  2016      230.218    1.051      516.515    0.603       71.822    0.083        2.821    0.041       80.493    0.394      329.027    0.439     1838.574   39.372        8.670    2.690
 2016.125   2  2016      230.053    0.976      516.189    0.559       71.822    0.125        2.786    0.055       80.367    0.335      329.139    0.436     1838.531   41.419        8.540    2.660
 2016.208   3  2016      229.841    0.935      515.822    0.601       71.744    0.134        2.752    0.052       80.279    0.324      329.158    0.445     1838.606   38.713        8.450    2.410
 2016.292   4  2016      229.618    1.017      515.407    0.644       71.668    0.154        2.711    0.052       80.146    0.354      329.166    0.541     1838.847   36.335        8.780    2.480
 2016.375   5  2016      229.448    1.114      514.982    0.666       71.538    0.141        2.684    0.058       80.067    0.401      329.221    0.613     1840.765   34.048        8.960    2.270
 2016.458   6  2016      229.272    1.139      514.548    0.643       71.458    0.119        2.637    0.042       79.966    0.447      329.234    0.638     1838.969   28.863        8.930    1.940
 2016.542   7  2016      229.248    1.010      514.173    0.408       71.428    0.080        2.600    0.019       79.896    0.397      329.362    0.558     1839.375   25.113        8.490    1.540
 2016.625   8  2016      229.095    0.868      513.875    0.196       71.363    0.048        2.544    0.009       79.711    0.343      329.481    0.451     1840.474   24.999        8.620    1.720
 2016.708   9  2016      228.980    0.850      513.470    0.151       71.264    0.050        2.510    0.016       79.567    0.335      329.488    0.357     1846.532   29.134        8.870    1.940
 2016.792  10  2016      229.039    0.987      513.235    0.237       71.310    0.107        2.477    0.017       79.545    0.385      329.613    0.379     1846.750   30.312        8.740    2.160
 2016.875  11  2016      229.111    1.103      513.043    0.366       71.277    0.132        2.441    0.018       79.466    0.420      329.684    0.388     1846.746   34.340        8.950    2.550
 2016.958  12  2016      229.156    1.172      512.992    0.475       71.303    0.116        2.414    0.027       79.471    0.431      329.858    0.392     1849.183   39.296        9.610    3.030
 2017.042   1  2017      229.059    1.061      512.851    0.508       71.285    0.126        2.388    0.040       79.424    0.377      329.980    0.346     1852.623   40.999        9.360    3.390
 2017.125   2  2017      228.755    0.975      512.587    0.568       71.280    0.064        2.359    0.044       79.316    0.366      330.017    0.382     1847.454   37.119        8.850    3.010
 2017.208   3  2017      228.456    1.039      512.250    0.644       71.179    0.057        2.333    0.063       79.170    0.388      329.950    0.454     1844.957   40.757        9.100    3.060
 2017.292   4  2017      228.345    1.020      512.034    0.669       71.168    0.107        2.306    0.056       79.128    0.412      330.056    0.517     1846.877   38.063        9.100    2.910
 2017.375   5  2017      228.206    1.077      511.753    0.636       71.069    0.097        2.284    0.053       79.084    0.435      330.136    0.533     1845.769   34.056        9.280    2.780
 2017.458   6  2017      228.093    1.062      511.337    0.516       70.941    0.070        2.243    0.039       78.988    0.528      330.129    0.502     1841.904   27.865        9.260    2.320
 2017.542   7  2017      228.164    1.065      511.061    0.334       70.947    0.024        2.218    0.030       78.950    0.527      330.317    0.461     1844.881   24.987        9.610    2.270
 2017.625   8  2017      228.059    1.042      510.773    0.324       70.891    0.018        2.187    0.010       78.782    0.486      330.457    0.484     1845.702   22.314        9.370    1.990
 2017.708   9  2017      227.984    0.906      510.677    0.329       70.851    0.022        2.153    0.010       78.760    0.456      330.532    0.359     1851.632   27.498        9.590    2.200
 2017.792  10  2017      228.230    0.972      510.678    0.343       70.875    0.018        2.128    0.011       78.779    0.482      330.761    0.315     1855.957   29.901        9.920    2.710
 2017.875  11  2017      228.257    1.023      510.520    0.432       70.822    0.021        2.094    0.013       78.796    0.455      330.916    0.311     1856.340   32.948       10.020    2.830
 2017.958  12  2017      228.257    1.021      510.412    0.488       70.777    0.032        2.075    0.022       78.769    0.436      331.094    0.291     1856.744   36.063        9.890    3.330
 2018.042   1  2018      228.100    0.946      510.192    0.533      -99.000  -99.000        2.042    0.028       78.693    0.390      331.213    0.285     1855.155   36.345        9.630    3.420
 2018.125   2  2018      228.029    0.965      509.947    0.572      -99.000  -99.000        2.022    0.037       78.666    0.407      331.295    0.299     1856.358   37.430        9.900    3.640
 2018.208   3  2018      227.805    0.826      509.723    0.524      -99.000  -99.000        1.990    0.035       78.607    0.377      331.386    0.337     1855.399   37.044        9.060    3.200
 2018.292   4  2018      227.648    0.900      509.347    0.516      -99.000  -99.000        1.977    0.040       78.527    0.426      331.401    0.410     1856.407   37.730        9.880    3.060
 2018.375   5  2018      227.512    0.955      508.927    0.398      -99.000  -99.000        1.949    0.030       78.470    0.472      331.429    0.465     1856.309   33.397       10.020    2.810
 2018.458   6  2018      227.333    0.836      508.515    0.246      -99.000  -99.000        1.918    0.020       78.393    0.459      331.477    0.399     1853.631   27.797        9.500    2.330
 2018.542   7  2018      227.136    0.765      507.960    0.091      -99.000  -99.000        1.885    0.008       78.218    0.421      331.402    0.322     1854.892   23.131        9.490    2.070
 2018.625   8  2018      227.055    0.731      507.721    0.077      -99.000  -99.000        1.847    0.012       78.134    0.443      331.459    0.295     1854.670   20.495        9.080    1.620
 2018.708   9  2018      227.001    0.780      507.526    0.129      -99.000  -99.000        1.834    0.011       77.983    0.442      331.557    0.317     1862.563   26.109        9.070    1.620
 2018.792  10  2018      227.204    0.851      507.539    0.220      -99.000  -99.000        1.816    0.009       78.013    0.453      331.866    0.333     1862.831   28.670        8.740    1.790
 2018.875  11  2018      227.270    0.909      507.397    0.291      -99.000  -99.000        1.800    0.012       78.008    0.448      331.994    0.311     1866.345   33.876        8.710    2.040
 2018.958  12  2018      227.349    0.962      507.253    0.348      -99.000  -99.000        1.776    0.023       77.961    0.385      332.153    0.293     1864.418   36.564        8.740    2.340
 2019.042   1  2019      227.229    0.888      507.013    0.429      -99.000  -99.000        1.754    0.028       77.885    0.336      332.279    0.312     1863.502   34.494        8.360    2.200
 2019.125   2  2019      226.935    0.874      506.628    0.527      -99.000  -99.000        1.731    0.034       77.762    0.332      332.259    0.358     1862.081   36.693        8.410    2.290
 2019.208   3  2019      226.729    0.867      506.136    0.493      -99.000  -99.000        1.709    0.039       77.663    0.360      332.214    0.385     1861.806   38.564        8.320    2.340
 2019.292   4  2019      226.465    0.904      505.710    0.549      -99.000  -99.000        1.710    0.051       77.543    0.385      332.210    0.481     1864.110   39.727        8.850    2.720
 2019.375   5  2019      226.186    0.817      505.161    0.391      -99.000  -99.000        1.684    0.046       77.490    0.415      332.238    0.508     1862.269   34.034        8.900    2.450
 2019.458   6  2019      226.045    0.851      504.634    0.340      -99.000  -99.000        1.672    0.045       77.406    0.468      332.227    0.493     1861.367   28.670        8.690    1.980
 2019.542   7  2019      225.666    0.646      504.099    0.196      -99.000  -99.000        1.631    0.025       77.254    0.459      332.186    0.375     1860.627   24.418        8.300    1.530
 2019.625   8  2019      225.455    0.444      503.621    0.140      -99.000  -99.000        1.589    0.018       77.127    0.371      332.265    0.236     1864.423   24.343        8.370    1.600
 2019.708   9  2019      225.345    0.578      503.323    0.116      -99.000  -99.000        1.577    0.012       77.017    0.437      332.319    0.293     1870.358   27.644        8.800    1.720
 2019.792  10  2019      225.304    0.611      503.156    0.149      -99.000  -99.000        1.567    0.015       76.973    0.448      332.505    0.300     1874.213   32.019        8.660    1.910
 2019.875  11  2019      225.271    0.650      503.023    0.241      -99.000  -99.000        1.550    0.023       76.918    0.426      332.712    0.373     1877.491   36.009        8.660    2.190
 2019.958  12  2019      225.220    0.566      503.057    0.226      -99.000  -99.000        1.521    0.025       76.577    0.390      332.867    0.337     1873.946   39.099        8.630    2.470
 2020.042   1  2020      225.073    0.526      502.747    0.286      -99.000  -99.000        1.502    0.028       76.385    0.425      332.912    0.339     1870.425   41.287        8.790    2.660
 2020.125   2  2020      224.849    0.525      502.283    0.422      -99.000  -99.000        1.488    0.032       76.229    0.398      333.052    0.419     1869.615   39.674        8.570    2.570
 2020.208   3  2020      224.531    0.518      501.830    0.421      -99.000  -99.000        1.471    0.042       76.454    0.489      333.073    0.440     1871.764   39.642        8.490    2.470
 2020.292   4  2020      224.260    0.582      501.550    0.460      -99.000  -99.000        1.455    0.045       76.475    0.486      333.177    0.532     1873.041   39.380        8.550    2.450
 2020.375   5  2020      224.106    0.541      501.262    0.410      -99.000  -99.000        1.444    0.046       76.388    0.563      333.255    0.595     1874.948   37.096        8.760    2.350
 2020.458   6  2020      223.821    0.589      500.916    0.449      -99.000  -99.000        1.428    0.040       76.333    0.618      333.390    0.647     1873.666   32.423        8.760    2.100
 2020.542   7  2020      223.638    0.452      500.578    0.270      -99.000  -99.000        1.405    0.031       76.244    0.484      333.590    0.561     1870.984   24.131        8.430    1.720
 2020.625   8  2020      223.519    0.319      500.242    0.148      -99.000  -99.000        1.394    0.020       76.126    0.449      333.729    0.471     1878.371   25.617        8.610    1.770
 2020.708   9  2020      223.400    0.327      499.953    0.148      -99.000  -99.000        1.378    0.015       76.006    0.424      333.818    0.420     1885.623   30.241        8.540    1.860
 2020.792  10  2020      223.250    0.450      499.599    0.236      -99.000  -99.000        1.365    0.020       75.997    0.410      333.994    0.410     1891.135   35.038        8.990    2.310
 2020.875  11  2020      223.145    0.425      499.261    0.277      -99.000  -99.000        1.347    0.018       76.039    0.358      334.153    0.347     1891.593   35.656        8.950    2.480
 2020.958  12  2020      223.007    0.452      499.024    0.293      -99.000  -99.000        1.340    0.026       75.815    0.429      334.289    0.306     1893.842   37.891        9.060    2.610
 2021.042   1  2021      222.751    0.451      498.773    0.299      -99.000  -99.000        1.322    0.033       75.659    0.460      334.421    0.295     1891.836   38.635        8.880    2.680
 2021.125   2  2021      222.597    0.401      498.574    0.248      -99.000  -99.000        1.311    0.038       75.596    0.436      334.490    0.303     1889.042   38.625        8.650    2.430
 2021.208   3  2021      222.408    0.353      498.310    0.224      -99.000  -99.000        1.305    0.049       75.565    0.380      334.534    0.344     1886.839   38.463        8.430    2.380
 2021.292   4  2021      221.990    0.365      497.825    0.241      -99.000  -99.000        1.297    0.053       75.443    0.458      334.643    0.441     1892.872   41.583        8.520    2.370
 2021.375   5  2021      221.733    0.330      497.426    0.195      -99.000  -99.000        1.288    0.051       75.527    0.419      334.667    0.440     1893.810   37.138        8.500    2.110
 2021.458   6  2021      221.424    0.345      496.759    0.196      -99.000  -99.000        1.268    0.042       75.428    0.446      334.702    0.418     1892.611   30.839        8.350    1.720
 2021.542   7  2021      220.994    0.262      496.046    0.161      -99.000  -99.000        1.257    0.036       75.253    0.416      334.763    0.417     1892.992   27.630        8.360    1.560
 2021.625   8  2021      220.913    0.184      495.803    0.131      -99.000  -99.000        1.240    0.028       75.181    0.360      334.815    0.339     1896.690   27.551        8.310    1.500
 2021.708   9  2021      220.830    0.232      495.539    0.097      -99.000  -99.000        1.232    0.024       74.992    0.475      334.972    0.348     1902.508   30.725        8.460    1.730
 2021.792  10  2021      220.643    0.336      495.306    0.125      -99.000  -99.000        1.223    0.023       74.925    0.524      335.122    0.356     1907.700   34.722        8.470    1.860
 2021.875  11  2021      220.662    0.387      495.152    0.185      -99.000  -99.000        1.208    0.023       74.951    0.556      335.309    0.339     1907.458   36.436        8.640    2.230
 2021.958  12  2021      220.649    0.320      495.058    0.174      -99.000  -99.000        1.209    0.025       74.837    0.449      335.540    0.319     1908.291   39.704        8.790    2.580
 2022.042   1  2022      220.371    0.341      494.826    0.191      -99.000  -99.000        1.190    0.033       74.840    0.368      335.723    0.275     1908.288   42.138        8.950    2.520
 2022.125   2  2022      220.211    0.318      494.659    0.181      -99.000  -99.000        1.182    0.033       74.741    0.370      335.840    0.294     1908.866   41.082        8.550    2.430
 2022.208   3  2022      220.028    0.364      494.469    0.298      -99.000  -99.000        1.179    0.043       74.740    0.407      335.966    0.343     1910.104   39.948        8.420    2.400
 2022.292   4  2022      219.734    0.375      494.081    0.332      -99.000  -99.000        1.169    0.048       74.663    0.427      336.008    0.384     1909.635   38.509        8.300    2.280
 2022.375   5  2022      219.436    0.358      493.607    0.316      -99.000  -99.000        1.154    0.039       74.619    0.455      336.036    0.412     1906.765   33.392        7.950    1.860
 2022.458   6  2022      219.133    0.303      493.120    0.239      -99.000  -99.000        1.139    0.031       74.502    0.470      336.004    0.432     1905.565   28.861        7.780    1.560
 2022.542   7  2022      218.860    0.297      492.612    0.111      -99.000  -99.000        1.119    0.022       74.416    0.492      336.072    0.415     1904.393   23.472        8.090    1.500
